,country,year,gdp,cement_co2,fossil_fuel_co2
41485,Sri Lanka,2002,109263151104.0,0.407,10.542
41486,Sri Lanka,2003,114821947392.0,0.463,10.49
41487,Sri Lanka,2004,120199782400.0,0.554,11.593
41488,Sri Lanka,2005,126997200896.0,0.591,11.344
41489,Sri Lanka,2006,136077287424.0,0.625,11.168000000000001
41490,Sri Lanka,2007,144588128256.0,0.654,11.497
41491,Sri Lanka,2008,152344330240.0,0.688,11.3
41492,Sri Lanka,2009,156834529280.0,0.725,12.22
41493,Sri Lanka,2010,168381513728.0,0.663,12.388
41494,Sri Lanka,2011,181535899648.0,0.75,14.136
41495,Sri Lanka,2012,198073286656.0,0.779,15.018
41496,Sri Lanka,2013,204781568000.0,0.738,13.773
41497,Sri Lanka,2014,215248519168.0,0.719,16.7
41498,Sri Lanka,2015,226113847296.0,0.873,18.814999999999998
41499,Sri Lanka,2016,236870762496.0,1.028,21.958000000000002
41500,Sri Lanka,2017,245345992704.0,1.076,21.797
41501,Sri Lanka,2018,253457137664.0,1.084,19.012999999999998
41502,Sri Lanka,2019,238761322122.03082,1.296,19.936
41503,Sri Lanka,2020,226491425734.50827,1.011,19.613
41504,Sri Lanka,2021,237508896512.2116,1.504,18.616
41505,Sri Lanka,2022,199569747374.24496,1.504,15.823
29453,Myanmar,1950,12296711168.0,0.0,0.802
29454,Myanmar,1951,14069449728.0,0.007,0.909
29455,Myanmar,1952,14386939904.0,0.022,1.11
29456,Myanmar,1953,14772086784.0,0.022,1.2819999999999998
29457,Myanmar,1954,13842403328.0,0.029,1.4319999999999997
29458,Myanmar,1955,15661146112.0,0.029,1.392
29459,Myanmar,1956,16703266816.0,0.018,1.639
29460,Myanmar,1957,17669511168.0,0.018,2.081
29461,Myanmar,1958,17186248704.0,0.018,2.392
29462,Myanmar,1959,19875870720.0,0.018,2.7590000000000003
29463,Myanmar,1960,20532299776.0,0.022,2.693
29464,Myanmar,1961,21001740288.0,0.018,2.572
29465,Myanmar,1962,22834237440.0,0.025,2.854
29466,Myanmar,1963,23503929344.0,0.062,2.572
29467,Myanmar,1964,23902437376.0,0.065,2.792
29468,Myanmar,1965,24513335296.0,0.065,2.66
29469,Myanmar,1966,23494006784.0,0.069,2.737
29470,Myanmar,1967,24167890944.0,0.065,3.5510000000000006
29471,Myanmar,1968,25735239680.0,0.087,2.84
29472,Myanmar,1969,26819960832.0,0.091,3.121
29473,Myanmar,1970,28023011328.0,0.084,4.214
29474,Myanmar,1971,28931649536.0,0.098,4.66
29475,Myanmar,1972,29129007104.0,0.098,4.3790000000000004
29476,Myanmar,1973,29264168960.0,0.094,3.554
29477,Myanmar,1974,30781976576.0,0.084,4.192
29478,Myanmar,1975,32064124928.0,0.091,4.191
29479,Myanmar,1976,34051362816.0,0.115,4.54
29480,Myanmar,1977,36056281088.0,0.131,4.613
29481,Myanmar,1978,38395412480.0,0.123,4.624
29482,Myanmar,1979,40182624256.0,0.184,4.463
29483,Myanmar,1980,43641085952.0,0.181,4.836
29484,Myanmar,1981,46093434880.0,0.145,5.4190000000000005
29485,Myanmar,1982,48612245504.0,0.157,5.338
29486,Myanmar,1983,50756362240.0,0.152,5.507
29487,Myanmar,1984,53220601856.0,0.137,6.327
29488,Myanmar,1985,54736506880.0,0.209,6.393999999999999
29489,Myanmar,1986,54201446400.0,0.187,6.471
29490,Myanmar,1987,51998273536.0,0.166,4.678999999999999
29491,Myanmar,1988,46103011328.0,0.148,3.9210000000000003
29492,Myanmar,1989,47782109184.0,0.164,4.25
29493,Myanmar,1990,49171472384.0,0.169,4.06
29494,Myanmar,1991,48063922176.0,0.18,3.9490000000000003
29495,Myanmar,1992,51891175424.0,0.189,4.643000000000001
29496,Myanmar,1993,54198382592.0,0.162,5.125
29497,Myanmar,1994,57338249216.0,0.191,5.9830000000000005
29498,Myanmar,1995,60452843520.0,0.209,6.683
29499,Myanmar,1996,63378620416.0,0.204,6.983
29500,Myanmar,1997,65935163392.0,0.209,7.21
29501,Myanmar,1998,68698886144.0,0.147,7.878
29502,Myanmar,1999,75075469312.0,0.136,8.768
29503,Myanmar,2000,84093542400.0,0.158,10.01
29504,Myanmar,2001,92175081472.0,0.152,8.658
29505,Myanmar,2002,101591490560.0,0.188,9.08
29506,Myanmar,2003,113781440512.0,0.227,9.709
29507,Myanmar,2004,127115616256.0,0.206,12.296
29508,Myanmar,2005,142039121920.0,0.214,11.295
29509,Myanmar,2006,158028611584.0,0.223,12.541
29510,Myanmar,2007,174123352064.0,0.234,12.55
29511,Myanmar,2008,177512906752.0,0.258,9.461
29512,Myanmar,2009,183291527168.0,0.256,9.897
29513,Myanmar,2010,189724114944.0,0.204,12.864
29514,Myanmar,2011,197359075328.0,0.203,14.824
29515,Myanmar,2012,211845251072.0,0.348,11.337
29516,Myanmar,2013,229512151040.0,0.429,12.135
29517,Myanmar,2014,247629414400.0,0.503,15.213000000000001
29518,Myanmar,2015,265615310848.0,0.377,21.401
29519,Myanmar,2016,282251788288.0,0.962,20.097
29520,Myanmar,2017,298481287168.0,2.091,21.472
29521,Myanmar,2018,317599023104.0,1.717,32.254000000000005
29522,Myanmar,2019,351374387216.3502,1.946,31.627000000000002
29523,Myanmar,2020,369973073604.91974,2.29,32.272
29524,Myanmar,2021,310142843322.39465,2.557,33.022999999999996
29525,Myanmar,2022,291423915777.62537,2.557,32.341
9050,China,1950,436905181184.0,0.587,78.249
9051,China,1951,529605984256.0,1.036,101.078
9052,China,1952,595648774144.0,1.203,126.796
9053,China,1953,672668254208.0,1.615,132.16799999999998
9054,China,1954,624480157696.0,1.915,158.96200000000002
9055,China,1955,681084977152.0,1.873,188.648
9056,China,1956,738921873408.0,2.66,213.165
9057,China,1957,761702580224.0,2.855,252.93
9058,China,1958,766244683776.0,3.871,520.747
9059,China,1959,743927578624.0,5.107,715.044
9060,China,1960,705092976640.0,6.514,773.361
9061,China,1961,577128431616.0,2.585,547.629
9062,China,1962,616503050240.0,2.497,436.012
9063,China,1963,705534361600.0,3.355,431.356
9064,China,1964,804504928256.0,5.032,431.33299999999997
9065,China,1965,896126812160.0,6.801,470.10200000000003
9066,China,1966,927339380736.0,8.387,516.88
9067,China,1967,933378326528.0,6.085,428.897
9068,China,1968,912372793344.0,5.253,464.057
9069,China,1969,1006175584256.0,7.613,571.7860000000001
9070,China,1970,1144004411392.0,10.718,766.014
9071,China,1971,1216237797376.0,13.124,863.689
9072,China,1972,1233564991488.0,14.717,918.3309999999999
9073,China,1973,1334375219200.0,15.456,954.0279999999999
9074,China,1974,1367631593472.0,15.34,973.114
9075,China,1975,1460733607936.0,19.102,1127.801
9076,China,1976,1413710479360.0,19.253,1168.743
9077,China,1977,1493489287168.0,22.906,1279.3300000000002
9078,China,1978,1667551723520.0,26.81,1425.725
9079,China,1979,1801380298752.0,30.32,1453.7510000000002
9080,China,1980,1893783568384.0,32.712,1423.185
9081,China,1981,1949955260416.0,33.903,1405.767
9082,China,1982,2128598007808.0,38.87,1529.566
9083,China,1983,2278862356480.0,44.126,1609.053
9084,China,1984,2534000295936.0,50.066,1749.875
9085,China,1985,2752673742848.0,59.301,1893.925
9086,China,1986,2931539050496.0,67.362,1986.8110000000001
9087,China,1987,3177306652672.0,75.429,2118.393
9088,China,1988,3354463305728.0,84.961,2263.139
9089,China,1989,3380560265216.0,84.886,2303.5009999999997
9090,China,1990,3385121570816.0,84.513,2336.276
9091,China,1991,3508947910656.0,101.305,2436.725
9092,China,1992,3755037425664.0,122.445,2530.7470000000003
9093,China,1993,4126169628672.0,142.774,2693.022
9094,China,1994,4438753280000.0,164.377,2845.866
9095,China,1995,4810000039936.0,184.637,3080.42
9096,China,1996,5127589593088.0,192.853,3215.4929999999995
9097,China,1997,5291338891264.0,202.874,3211.676
9098,China,1998,5338703069184.0,211.369,3054.5340000000006
9099,China,1999,5578502963200.0,228.322,3232.3150000000005
9100,China,2000,5952682590208.0,244.388,3310.219
9101,China,2001,6329737412608.0,270.828,3364.112
9102,China,2002,6814493573120.0,282.688,3725.713
9103,China,2003,7248622387200.0,353.679,4389.556
9104,China,2004,7830953263104.0,368.396,4745.902
9105,China,2005,8602940080128.0,411.649,5359.52
9106,China,2006,9489543593984.0,470.087,5907.660999999999
9107,China,2007,10358205972480.0,514.981,6346.77
9108,China,2008,10799147909120.0,525.924,6849.265
9109,China,2009,11572544012288.0,583.56,7175.252
9110,China,2010,12858808074240.0,639.592,7860.95
9111,China,2011,13673158410240.0,708.564,8679.635
9112,China,2012,14358127050752.0,714.782,8919.117
9113,China,2013,15304425996288.0,748.323,9048.203
9114,China,2014,16220856254464.0,778.627,9050.894
9115,China,2015,16710945996800.0,721.995,8975.836
9116,China,2016,17255473610752.0,743.044,8850.968
9117,China,2017,17575081672704.0,758.185,9080.264000000001
9118,China,2018,18151620214784.0,786.745,9392.243
9119,China,2019,18654644395971.35,826.876,9713.069000000001
9120,China,2020,19187342340165.098,858.233,9879.071
9121,China,2021,23279766686117.91,851.974,10307.908000000001
9122,China,2022,23466198543920.793,763.365,10457.195000000002
