country,year,population,gdp,co2,co2_growth_abs,gdp_per_capita,real_co2,gdp_per_capita_over_co2,gdp_over_co2,co2_over_gdp_per_capita,co2_over_gdp,co2_over_population,co2_over_gdp_over_population
Brazil,1946,48485805,91503345664,7.46,0.637,1887.2192730222794,7460000.0,252.97845482872378,12265864030.02681,3952.9057945944005,0.0815270736372099,0.1538594646412491,1.6814627216606985e-09
Brazil,1947,49774257,94744731648,8.947,1.487,1903.488617579967,8947000.0,212.7516058544727,10589553106.963228,4700.317048060378,0.09443269134204008,0.1797515530970156,1.897219507305555e-09
Brazil,1948,51096948,103940636672,7.847,-1.1,2034.1848337399722,7847000.0,259.2308950860166,13245907566.203644,3857.5648927500924,0.07549501572481575,0.1535708160103809,1.4774858123584162e-09
Brazil,1949,52489682,111894872064,7.367,-0.481,2131.7498563622466,7367000.0,289.3647151299371,15188661879.190987,3455.846368659556,0.06583858459381704,0.1403513932509631,1.2543147926447152e-09
Brazil,1950,53955360,119498719232,19.659,12.292,2214.7701216709515,19659000.0,112.65934796637427,6078575676.890992,8876.316240517144,0.16451222344762678,0.36435675714145915,3.0490431988152204e-09
Brazil,1951,55591060,125334814720,21.659,2.0,2254.5858042642108,21659000.0,104.09463983859878,5786731368.945935,9606.642585540658,0.17280912768241255,0.3896130061200488,3.108577668467062e-09
Brazil,1952,57283340,134544285696,24.934,3.275,2348.7507134884245,24934000.0,94.19871314223246,5396016912.488971,10615.856274916203,0.18532188023457086,0.4352748984259647,3.2351793773647077e-09
Brazil,1953,59025680,140888047616,25.218,0.284,2386.894104667663,25218000.0,94.65041258893105,5586804965.342216,10565.194304466726,0.17899318236514555,0.42723777176306993,3.0324628596425414e-09
Brazil,1954,60827596,151832707072,29.676,4.457,2496.115530720629,29676000.0,84.11226346949148,5116346780.967786,11888.872784439001,0.1954519587530469,0.48787066975324817,3.2132119565114315e-09
Brazil,1955,62701036,165244239872,34.024,4.348,2635.4307745728474,34024000.0,77.45799360959462,4856696445.802962,12910.22337914174,0.2059012769604276,0.5426385618253581,3.2838576536506925e-09
Brazil,1956,64644888,170024681472,36.608,2.585,2630.133437186866,36608000.0,71.84586530777061,4644467916.083917,13918.685448581318,0.2153099166724725,0.5662938111981879,3.330656504076123e-09
Brazil,1957,66660892,183084417024,35.974,-0.634,2746.504157550127,35974000.0,76.3469215975462,5089353895.146495,13098.10505879179,0.19648859572403846,0.5396567450672577,2.947584255608798e-09
Brazil,1958,68735928,202937303040,39.054,3.08,2952.4196289311753,39054000.0,75.59839271089197,5196325678.291596,13227.794456216305,0.19244367307030907,0.5681744778363944,2.7997537629856263e-09
Brazil,1959,70880824,222726635520,39.017,-0.037,3142.269276102095,39017000.0,80.53590168649805,5708451073.121972,12416.82254819345,0.17517886852152637,0.5504591763775206,2.471456433993013e-09
Brazil,1960,73092520,243618971648,46.852,7.835,3333.0219241038617,46852000.0,71.13937343344706,5199756075.471699,14056.913235755848,0.1923167136083945,0.6409958228283824,2.6311408282050543e-09
Brazil,1961,75330008,264690958336,49.136,2.284,3513.7518946765545,49136000.0,71.51074354193574,5386904883.099967,13983.912772681133,0.18563535493957645,0.6522765801378914,2.4642949054190524e-09
Brazil,1962,77599224,282182189056,53.613,4.477,3636.4047797179,53613000.0,67.82692219644302,5263316528.752355,14743.408186851826,0.18999427348463982,0.6908960842185742,2.448404296989359e-09
Brazil,1963,79915560,283741028352,55.523,1.91,3550.5104181463535,55523000.0,63.94666026955232,5110333165.571024,15638.033257479467,0.1956819580251889,0.6947708306117106,2.448608982095463e-09
Brazil,1964,82262800,293385666560,56.626,1.103,3566.4439644651047,56626000.0,62.98244559857848,5181112325.786741,15877.439983412936,0.19300874737321047,0.6883548821581565,2.3462457802701887e-09
Brazil,1965,84623752,300547047424,56.279,-0.347,3551.5684464569713,56279000.0,63.10645971778054,5340305396.75545,15846.238316522853,0.18725520840204357,0.6650496895954223,2.2127972818085824e-09
Brazil,1966,86979288,320583729152,64.162,7.883,3685.747912215607,64162000.00000001,57.44440497826761,4996473444.593372,17408.135751050435,0.20014116177923225,0.7376698691762114,2.301020925570605e-09
Brazil,1967,89323288,334149091328,66.033,1.87,3740.8955582557596,66033000.0,56.65190977625974,5060334852.694864,17651.65559200715,0.1976153810191935,0.7392585010977204,2.2123612491648706e-09
